step,init_q,running_discounted_reward,running_reward,running_time
32700,644.037353515625,158.96653747558594,175.56011962890625,59.97774124145508
32800,644.037353515625,207.23497009277344,223.91798400878906,56.17643737792969
32900,644.037353515625,218.39610290527344,235.32424926757812,55.28761672973633
33000,644.037353515625,235.3998260498047,252.5535888671875,54.266178131103516
33100,644.037353515625,236.53509521484375,253.92930603027344,54.23296356201172
33200,644.037353515625,254.0157928466797,270.431396484375,53.15418243408203
33300,644.037353515625,277.70379638671875,294.67901611328125,51.409854888916016
33400,644.037353515625,265.9834289550781,282.62567138671875,52.494651794433594
33500,644.037353515625,280.4656982421875,297.3136291503906,50.99262237548828
33600,644.037353515625,279.1650085449219,296.0377502441406,50.932044982910156
33700,644.037353515625,266.9649353027344,283.9674377441406,52.6937370300293
33800,644.037353515625,296.18927001953125,312.7854309082031,49.88585662841797
33900,644.037353515625,287.567626953125,304.0215759277344,50.53335952758789
34000,644.037353515625,280.01947021484375,297.065185546875,50.93253707885742
34100,644.037353515625,283.4598388671875,300.94793701171875,50.63078308105469
34200,644.037353515625,298.427978515625,315.8412780761719,49.278419494628906
34300,644.037353515625,291.6299133300781,308.9367370605469,49.2246208190918
34400,644.037353515625,278.68804931640625,295.9600830078125,50.48920822143555
34500,644.037353515625,293.7772216796875,310.8852233886719,49.08317565917969
34600,644.037353515625,295.97833251953125,313.14892578125,48.81593704223633
34700,644.037353515625,291.34893798828125,309.0712585449219,50.12840270996094
34800,644.037353515625,313.5353088378906,330.8934326171875,47.905208587646484
34900,644.037353515625,315.9150085449219,333.1994934082031,48.255008697509766
35000,644.037353515625,313.9698486328125,331.3117980957031,48.15126419067383
35100,644.037353515625,330.9412841796875,347.9471130371094,46.256622314453125
35200,644.037353515625,325.27349853515625,342.5343933105469,46.80179214477539
35300,644.037353515625,304.86871337890625,322.2047119140625,47.89503860473633
35400,644.037353515625,285.3020324707031,302.6117858886719,49.27313232421875
35500,644.037353515625,309.8636169433594,326.9883728027344,47.56984329223633
35600,644.037353515625,316.40008544921875,333.70458984375,47.08596420288086
35700,644.037353515625,297.6883239746094,315.2608947753906,48.89482879638672
35800,644.037353515625,315.6101989746094,333.20794677734375,48.013755798339844
35900,644.037353515625,307.8285217285156,325.7815246582031,48.834693908691406
36000,644.037353515625,315.75164794921875,333.4124450683594,48.32774353027344
36100,644.037353515625,330.2778015136719,347.6943664550781,46.67613983154297
36200,644.037353515625,338.06036376953125,355.1048889160156,45.400814056396484
36300,644.037353515625,357.1114196777344,374.2279357910156,44.43181610107422
36400,644.037353515625,328.79486083984375,345.73895263671875,46.27310562133789
36500,644.037353515625,340.22015380859375,357.2357177734375,45.61737823486328
36600,644.037353515625,352.451904296875,369.14849853515625,44.19001007080078
36700,644.037353515625,374.336669921875,390.8565979003906,42.48825454711914
36800,644.037353515625,374.3980712890625,390.7886657714844,42.86839294433594
36900,644.037353515625,382.3484802246094,398.60382080078125,42.24266815185547
37000,644.037353515625,368.4454040527344,384.67413330078125,43.62141036987305
37100,644.037353515625,355.89520263671875,372.6199035644531,44.86764144897461
37200,644.037353515625,324.9812316894531,341.71636962890625,46.551143646240234
37300,644.037353515625,337.534912109375,354.4234924316406,46.298179626464844
37400,644.037353515625,344.6336669921875,361.35064697265625,45.6637077331543
37500,644.037353515625,374.5470886230469,390.9421081542969,43.30342483520508
37600,644.037353515625,399.36358642578125,415.69219970703125,41.366111755371094
37700,644.037353515625,385.78338623046875,402.64617919921875,42.86177062988281
37800,644.037353515625,395.5596923828125,412.1424255371094,41.77889633178711
